t,q1,q2,q3
0,0,0,0
0.05,4.73235610177624e-06,3.75586349021795e-06,1.50239407537001e-06
0.1,3.74274830561268e-05,2.97045518384831e-05,1.18822057326717e-05
0.15,0.000124870803912597,9.9104480586476e-05,3.96430767166667e-05
0.2,0.000292581358322881,0.000232208992313243,9.28866065599276e-05
0.25,0.000564831598166825,0.000448282067555095,0.000179318637155257
0.3,0.000964667183178421,0.000765614035725504,0.000306255537327216
0.35,0.00151392677657181,0.00120153728603567,0.000480630487403433
0.4,0.00223326184066728,0.00177244197841508,0.000708999763786355
0.45,0.00314215643251727,0.00249379175443076,0.000997549023525668
0.5,0.00425894699953236,0.00338013944820759,0.00135209958888871
0.55,0.00560084217510728,0.00444514279734975,0.00177811473193379
0.6,0.00718394257424691,0.00570158015385891,0.00228070595908014
0.65,0.00902326058919227,0.00716136619505603,0.00286463929568104
0.7,0.0111327401850465,0.00883556763450066,0.00353434157059485
0.75,0.013525276695401,0.0107344189329119,0.00429390670075658
0.8,0.0162127366179611,0.0128673380090871,0.00514710197574986
0.85,0.0192059774101724,0.0152429419508242,0.00609737434237911
0.9,0.0225148672848468,0.0178690627258395,0.00714785668924023
0.95,0.026148305005788,0.0207527628926902,0.00830137413129273
1,0.0301142396834181,0.0239003513116924,0.00956045029443175
1.05,0.0344196905704033,0.0273173988558428,0.0109273136000592
1.1,0.0390707668572798,0.0310087541217385,0.0124039035496564
1.15,0.0440726874680802,0.0349785591404967,0.0139918770093543
1.2,0.0494298008559589,0.0392302650886758,0.0156926144945064
1.25,0.0551456047988188,0.0437666479991938,0.0175072264542604
1.3,0.0612227661949367,0.0485898244722511,0.019436559556129
1.35,0.0676631408585895,0.0537012673862485,0.0214812029705624
1.4,0.0744677933156805,0.0591018216087082,0.0236414946555199
1.45,0.0816370165993649,0.0647917197071939,0.0259175276410408
1.5,0.0891703520456761,0.0707705976602309,0.0283091563138178
1.55,0.0970666090891518,0.0770375105682268,0.0308160027017668
1.6,0.105323885058459,0.0835909483643904,0.0334374627585996
1.65,0.113939584972023,0.0904288515256537,0.0361727126483957
1.7,0.122910441333648,0.0975486267835906,0.0390207150301736
1.75,0.13223253392815,0.104947162835337,0.0419802253424626
1.8,0.141901309616975,0.112620846054513,0.0450497980878746
1.85,0.151911602133833,0.12056557620214,0.0482277931176758
1.9,0.162257651880318,0.128776782137563,0.0515123819163579
1.95,0.172933125721537,0.137249437529371,0.054901553886211
2,0.183931136781734,0.145978076566315,0.0583931226318937
2.05,0.195244264239918,0.154956809668232,0.0619847322450062
2.1,0.206864573125489,0.16417933919696,0.0656738635886613
2.15,0.218783634113861,0.173638975167262,0.0694578405820563
2.2,0.230992543322091,0.183328650957747,0.073333836485044
2.25,0.243481942104506,0.193240939021786,0.0772988801827057
2.3,0.256242036848325,0.203368066598434,0.081349862469922
2.35,0.269262618769287,0.213701931423353,0.0854835423359448
2.4,0.282533083707278,0.224234117439729,0.0896965532489689
2.45,0.296042451921956,0.234955910509192,0.0939854094407033
2.5,0.309779387888377,0.245858314122738,0.0983465121909439
2.55,0.323732220092621,0.256932065111648,0.102776156112145
2.6,0.337888960827419,0.26816764935841,0.107270535433988
2.65,0.352237325987777,0.279555317507635,0.111825750287959
2.7,0.366764754866604,0.291085100676983,0.116437812991916
2.75,0.381458429950336,0.302746826168078,0.121102654334661
2.8,0.396305296714564,0.31453013317743,0.125816129860514
2.85,0.411292083419658,0.326424488507357,0.130574026153881
2.9,0.426405320906397,0.338419202276903,0.13537206712383
2.95,0.441631362391589,0.350503443632757,0.14020592028866
3,0.456956403263701,0.362666256460179,0.145071203060472
3.05,0.472366500878486,0.374896575093912,0.149963489029744
3.1,0.487847594354603,0.387183240029109,0.1548783142499
3.15,0.503385524369252,0.399515013632249,0.159811183521881
3.2,0.518966052953791,0.411880595852058,0.16475757667872
3.25,0.534574883289369,0.424268639930433,0.16971295487011
3.3,0.550197679502549,0.436667768113356,0.17467276684698
3.35,0.565820086460931,0.449066587361817,0.179632455246061
3.4,0.581427749568783,0.461453705062737,0.184587462874463
3.45,0.597006334562668,0.473817744739884,0.189533238994244
3.5,0.612541547307062,0.486147361764794,0.194465245606982
3.55,0.628019153589989,0.498431259067694,0.199378963738348
3.6,0.643424998918641,0.510658202848417,0.204269899722675
3.65,0.658745028315008,0.522817038287329,0.209133591487533
3.7,0.673965306111499,0.534896705256241,0.213965614838297
3.75,0.689072035746574,0.546886254029337,0.218761589742723
3.8,0.704051579560367,0.558774860994091,0.223517186615517
3.85,0.718890478590311,0.570551844362184,0.228228132602906
3.9,0.733575472366764,0.582206679880429,0.232890217867211
3.95,0.748093518708639,0.59372901654169,0.23749930187142
4,0.762431813519025,0.605108692295799,0.242051319663757
4.05,0.776577810580816,0.616335749760482,0.246542288162254
4.1,0.790519241352335,0.627400451932273,0.250968312439326
4.15,0.804244134762964,0.638293297897439,0.255325592006339
4.2,0.817740837008762,0.649005038542896,0.259610427098182
4.25,0.830998031348102,0.659526692267133,0.263819224957843
4.3,0.844004757897288,0.66984956069113,0.267948506120974
4.35,0.856750433426182,0.679965244369279,0.271994910700468
4.4,0.869224871153837,0.689865658500304,0.275955204671027
4.45,0.881418300544115,0.69954304863818,0.279826286153739
4.5,0.893321387101315,0.708990006403055,0.283605191700642
4.55,0.904925252165805,0.718199485192171,0.287289102579303
4.6,0.916221492709638,0.727164815890779,0.290875351057385
4.65,0.927202201132184,0.735879722583064,0.294361426687221
4.7,0.937859985055759,0.744338338263068,0.297744982590384
4.75,0.948187987121242,0.752535220545599,0.301023841742263
4.8,0.958179904783708,0.760465367377165,0.304196003256627
4.85,0.967830010108055,0.768124232746883,0.307259648670204
4.9,0.977133169564622,0.775507742397404,0.310213148227247
4.95,0.986084863824825,0.782612309535838,0.313055067164113
5,0.994681207556774,0.78943485054466,0.315784171993825
5.05,1.0029189692209,0.795972800692647,0.318399436790654
5.1,1.0107955908656,0.802224129845788,0.320900049474681
5.15,1.01830920792283,0.808187358178202,0.323285418096376
5.2,1.02545866900376,0.813861571883072,0.325555177121167
5.25,1.03224355569437,0.819246438883546,0.32770919371401
5.3,1.03866420235111,0.824342224543674,0.329747574023963
5.35,1.04472171589652,0.829149807379319,0.33167066946876
5.4,1.05041799561481,0.833670694769077,0.333479083019374
5.45,1.05575575294756,0.837907038665205,0.3351736754846
5.5,1.0607385312893,0.841861651304529,0.336755571795618
5.55,1.06537072578311,0.845538020919376,0.338226167290568
5.6,1.06965760311634,0.84894032744849,0.339587133999124
5.65,1.07360532131612,0.852073458247943,0.34084042692706
5.7,1.07722094954507,0.854943023802074,0.341988290340828
5.75,1.08051248789689,0.857555373434394,0.343033264052124
5.8,1.08348888719201,0.859917611018506,0.343978189702464
5.85,1.08616006877318,0.862037610689041,0.344826217047754
5.9,1.08853694430112,0.863924032552555,0.34558081024286
5.95,1.09063143555015,0.865586338398472,0.346245754126186
6,1.0924564942038,0.867034807409985,0.346825160504234
6.05,1.09402612165045,0.868280551874991,0.34732347443619
6.1,1.09535538877895,0.869335532896997,0.347745480518483
6.15,1.09646045577424,0.870212576106061,0.348096309169366
6.2,1.09735859191299,0.870925387369687,0.348381442913483
6.25,1.09806819535921,0.871488568503761,0.348606722666439
6.3,1.0986088129599,0.871917632983473,0.34877835401938
6.35,1.09900116004063,0.872229021654221,0.348902913523553
6.4,1.09926714020122,0.872440118442549,0.348987354974886
6.45,1.09942986511135,0.872569266067064,0.349039015698559
6.5,1.09951367430615,0.872635781749343,0.349065622833574
6.55,1.09954415498188,0.872659972924871,0.349075299617323
6.6472889661682,1.09954816102803,0.872663152348012,0.349076571427788
6.6972889661682,1.09954816102803,0.872663152348012,0.349076571427788
6.7472889661682,1.09954816102803,0.872663152348012,0.349076571427788
6.7972889661682,1.09954816102803,0.872663152348012,0.349076571427788
6.8472889661682,1.09954816102803,0.872663152348012,0.349076571427788
6.89728896616819,1.09954816102803,0.872663152348012,0.349076571427788
6.94728896616819,1.09954816102803,0.872663152348012,0.349076571427788
6.99728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.04728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.09728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.14728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.19728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.24728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.29728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.34728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.39728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.44728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.49728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.54728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.59728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.64728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.69728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.74728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.79728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.84728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.89728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.94728896616819,1.09954816102803,0.872663152348012,0.349076571427788
7.99728896616819,1.09954816102803,0.872663152348012,0.349076571427788
8.04728896616819,1.09954816102803,0.872663152348012,0.349076571427788
8.09728896616819,1.09954816102803,0.872663152348012,0.349076571427788
8.09728896616819,1.09954816102803,0.872663152348012,0.349076571427788
8.14728896616819,1.09954342867193,0.872659396484522,0.349075069033713
8.19728896616819,1.09951073354498,0.872633447796173,0.349064689222055
8.24728896616819,1.09942329022412,0.872564047867425,0.349036928351071
8.29728896616819,1.09925557966971,0.872430943355698,0.348983684821228
8.34728896616819,1.09898332942987,0.872214870280457,0.348897252790633
8.39728896616819,1.09858349384485,0.871897538312286,0.348770315890461
8.44728896616819,1.09803423425146,0.871461615061976,0.348595940940385
8.49728896616819,1.09731489918737,0.870890710369597,0.348367571664002
8.54728896616819,1.09640600459552,0.870169360593581,0.348079022404262
8.59728896616819,1.0952892140285,0.869283012899804,0.347724471838899
8.64728896616819,1.09394731885293,0.868218009550662,0.347298456695854
8.69728896616819,1.09236421845379,0.866961572194153,0.346795865468708
8.74728896616819,1.09052490043884,0.865501786152956,0.346211932132107
8.79728896616819,1.08841542084299,0.863827584713511,0.345542229857193
8.84728896616819,1.08602288433263,0.8619287334151,0.344782664727032
8.89728896616819,1.08333542441007,0.859795814338925,0.343929469452038
8.94728896616819,1.08034218361786,0.857420210397188,0.342979197085409
8.99728896616819,1.07703329374319,0.854794089622172,0.341928714738548
9.04728896616819,1.07339985602224,0.851910389455322,0.340775197296495
9.09728896616819,1.06943392134461,0.84876280103632,0.339516121133356
9.14728896616819,1.06512847045763,0.845345753492169,0.338149257827729
9.19728896616819,1.06047739417075,0.841654398226273,0.336672667878132
9.24728896616819,1.05547547355995,0.837684593207515,0.335084694418434
9.29728896616819,1.05011836017207,0.833432887259336,0.333383956933282
9.34728896616819,1.04440255622921,0.828896504348818,0.331569344973528
9.39728896616819,1.0383253948331,0.824073327875761,0.329640011871659
9.44728896616819,1.03188502016944,0.818961884961763,0.327595368457226
9.49728896616819,1.02508036771235,0.813561330739304,0.325435076772268
9.54728896616819,1.01791114442867,0.807871432640818,0.323159043786747
9.59728896616819,1.01037780898236,0.801892554687781,0.32076741511397
9.64728896616819,1.00248155193888,0.795625641779785,0.318260568726021
9.69728896616819,0.994224275969573,0.789072203983621,0.315639108669189
9.74728896616819,0.98560857605601,0.782234300822358,0.312903858779392
9.79728896616819,0.976637719694384,0.775114525564421,0.310055856397615
9.84728896616819,0.967315627099883,0.767715989512675,0.307096346085326
9.89728896616819,0.957646851411058,0.760042306293499,0.304026773339914
9.94728896616819,0.9476365588942,0.752097576145872,0.300848778310112
9.99728896616819,0.937290509147715,0.743886370210449,0.29756418951143
10.0472889661682,0.926615035306496,0.735413714818641,0.294175017541577
10.0972889661682,0.915617024246299,0.726685075781697,0.290683448795894
10.1472889661682,0.904303896788115,0.71770634267978,0.287091839182782
10.1972889661682,0.892683587902544,0.708483813151052,0.283402707839127
10.2472889661682,0.880764526914172,0.699024177180749,0.279618730845732
10.2972889661682,0.868555617705941,0.689334501390265,0.275742734942744
10.3472889661682,0.856066218923526,0.679422213326226,0.271777691245082
10.3972889661682,0.843306124179708,0.669295085749578,0.267726708957866
10.4472889661682,0.830285542258746,0.658961220924659,0.263593029091843
10.4972889661682,0.817015077320755,0.648429034908283,0.259380018178819
10.5472889661682,0.803505709106077,0.63770724183882,0.255091161987085
10.5972889661682,0.789768773139656,0.626804838225274,0.250730059236844
10.6472889661682,0.775815940935411,0.615731087236364,0.246300415315644
10.6972889661682,0.761659200200613,0.604495502989602,0.2418060359938
10.7472889661682,0.747310835040255,0.593107834840377,0.237250821139829
10.7972889661682,0.732783406161429,0.581578051671029,0.232638758435872
10.8472889661682,0.718089731077697,0.569916326179934,0.227973917093127
10.8972889661682,0.703242864313469,0.558133019170582,0.223260441567274
10.9472889661682,0.688256077608375,0.546238663840655,0.218502545273907
10.9972889661682,0.673142840121636,0.534243950071109,0.213704504303958
11.0472889661682,0.657916798636444,0.522159708715254,0.208870651139128
11.0972889661682,0.642591757764331,0.509996895887832,0.204005368367316
11.1472889661682,0.627181660149547,0.4977665772541,0.199113082398044
11.1972889661682,0.611700566673429,0.485479912318903,0.194198257177888
11.2472889661682,0.596162636658781,0.473148138715763,0.189265387905907
11.2972889661682,0.580582108074241,0.460782556495954,0.184318994749068
11.3472889661682,0.564973277738663,0.448394512417579,0.179363616557678
11.3972889661682,0.549350481525484,0.435995384234656,0.174403804580809
11.4472889661682,0.533728074567102,0.423596564986195,0.169444116181727
11.4972889661682,0.518120411459249,0.411209447285275,0.164489108553326
11.5472889661682,0.502541826465365,0.398845407608127,0.159543332433544
11.5972889661682,0.487006613720971,0.386515790583217,0.154611325820806
11.6472889661682,0.471529007438044,0.374231893280318,0.149697607689441
11.6972889661682,0.456123162109391,0.362004949499594,0.144806671705114
11.7472889661682,0.440803132713025,0.349846114060683,0.139942979940256
11.7972889661682,0.425582854916534,0.337766447091771,0.135110956589491
11.8472889661682,0.410476125281458,0.325776898318675,0.130314981685065
11.8972889661682,0.395496581467665,0.313888291353921,0.125559384812271
11.9472889661682,0.380657682437722,0.302111307985828,0.120848438824882
11.9972889661682,0.365972688661269,0.290456472467583,0.116186353560577
12.0472889661682,0.351454642319394,0.278934135806322,0.111577269556368
12.0972889661682,0.337116347509008,0.267554460052212,0.107025251764032
12.1472889661682,0.322970350447217,0.25632740258753,0.102534283265534
12.1972889661682,0.309028919675698,0.245262700415739,0.0981082589884625
12.2472889661682,0.295304026265069,0.234369854450573,0.0937509794214495
12.2972889661682,0.28180732401927,0.223658113805116,0.0894661443296059
12.3472889661682,0.26855012967993,0.213136460080879,0.0852573464699451
12.3972889661682,0.255543403130745,0.202813591656882,0.081128065306814
12.4472889661682,0.242797727601851,0.192697907978733,0.0770816607273206
12.4972889661682,0.230323289874196,0.182797493847708,0.073121366756761
12.5472889661682,0.218129860483918,0.173120103709832,0.0692502852740495
12.5972889661682,0.206226773926717,0.163673145944957,0.0654713797271467
12.6472889661682,0.194622908862227,0.154463667155841,0.0617874688484856
12.6972889661682,0.183326668318395,0.145498336457233,0.0582012203704034
12.7472889661682,0.172345959895848,0.136783429764948,0.0547151447405676
12.7972889661682,0.161688175972274,0.128324814084944,0.0513315888374035
12.8472889661682,0.151360173906791,0.120127931802412,0.0480527296855251
12.8972889661682,0.141368256244324,0.112197784970847,0.0448805681711613
12.9472889661682,0.131718150919977,0.104538919601129,0.0418169227575849
12.9972889661682,0.122414991463411,0.0971554099506073,0.0388634232005414
13.0472889661682,0.113463297203208,0.090050842812174,0.0360215042636756
13.0972889661682,0.104866953471259,0.0832283018033513,0.0332923994339627
13.1472889661682,0.0966291918071289,0.076690351655365,0.0306771346371346
13.1972889661682,0.0887525701624285,0.0704390225022244,0.0281765219531069
13.2472889661682,0.0812389531051998,0.0644757941698095,0.0257911533314119
13.2972889661682,0.0740894920242754,0.0588015804649404,0.0235213943066213
13.3472889661682,0.0673046053336646,0.0534167134644656,0.0213673777137782
13.3972889661682,0.0608839586769216,0.0483209278043382,0.0193289974038247
13.4472889661682,0.0548264451315168,0.0435133449686931,0.0174059019590282
13.4972889661682,0.0491301654132215,0.0389924575789347,0.0155974884084138
13.5472889661682,0.0437924080804681,0.0347561136828072,0.0139028959431879
13.5972889661682,0.0388096297387364,0.030801501043483,0.0123209996321703
13.6472889661682,0.034177435244918,0.0271251314286358,0.0108504041372199
13.6972889661682,0.0298905579116939,0.023722824899522,0.00948943742866382
13.7472889661682,0.0259428397119166,0.0205896941000687,0.00823614450072796
13.7972889661682,0.0223272114829662,0.0177201285459376,0.00708828108696036
13.8472889661682,0.0190356731311401,0.015107778913618,0.00604330737566405
13.8972889661682,0.0160592738360246,0.0127455413295059,0.00509838172532451
13.9472889661682,0.0133880922548548,0.0106255416589704,0.00425035438003385
13.9972889661682,0.011011216726917,0.00873911979545694,0.00349576118492778
14.0472889661682,0.00891672547788613,0.00707681394953985,0.00283081730160251
14.0972889661682,0.00709166682423557,0.00562834493802722,0.00225141092355408
14.1472889661682,0.00552203937758189,0.00438260047302075,0.0017530969915982
14.1972889661682,0.0041927722490851,0.00332761945101434,0.00133109090930583
14.2472889661682,0.00308770525379232,0.00245057624195066,0.000980262258422293
14.2972889661682,0.00218956911504087,0.00173776497832434,0.00069512851430531
14.3472889661682,0.0014799656688198,0.00117458384425073,0.000469848761348812
14.3972889661682,0.000939348068134116,0.000745519364539149,0.000298217408408075
14.4472889661682,0.000547000987402235,0.000434130693791168,0.000173657904235291
14.4972889661682,0.000281020826808698,0.000223033905462522,8.92164529022743e-05
14.5472889661682,0.000118295916682776,9.38862809483076e-05,3.75557292286999e-05
14.5972889661682,3.4486721882443e-05,2.73705986684192e-05,1.09485942145771e-05
14.6472889661682,4.00604615746758e-06,3.17942314120856e-06,1.27181046472025e-06
14.6945779323364,0,0,0
14.7445779323364,-2.28507500294163e-06,4.88516684660212e-06,1.57571968317782e-06
14.7945779323364,-1.80689465339096e-05,3.86288495763942e-05,1.24598075206261e-05
14.8445779323364,-6.02728059033981e-05,0.000128854725892635,4.15623323075653e-05
14.8945779323364,-0.000141196703131931,0.000301858561357893,9.73650422997352e-05
14.9445779323364,-0.000272529417792135,0.000582629311858263,0.000187928171853091
14.9945779323364,-0.00046535832985081,0.000994870226066258,0.000320897248062169
15.0445779323364,-0.000730179290510999,0.00156101994790214,0.000503509897398891
15.0945779323364,-0.00107690649305406,0.0023022736189986,0.00074260265235182
15.1445779323364,-0.00151488234368176,0.00323860398116316,0.0010446177580643
15.1945779323364,-0.00205288733235829,0.00438878247884023,0.0014156099789735
15.2445779323364,-0.0026991499036524,0.00577040036157506,0.0018612534054494
15.2945779323364,-0.00346135632757943,0.00739988978647577,0.00238684826043301
15.3445779323364,-0.00434666057044342,0.00929254492067688,0.00299732770607619
15.3945779323364,-0.00536169416567912,0.011462543043802,0.00369726465037901
15.4445779323364,-0.00651257608469413,0.0139229656504265,0.00449087855383001
15.4945779323364,-0.00780492260771092,0.0166858195525403,0.00538204223604355
15.5445779323364,-0.00924385719460893,0.0197620579820117,0.00637428868240009
15.5945779323364,-0.0108340203557666,0.0231616016930487,0.00747081785068371
15.6445779323364,-0.0125795795229036,0.0268933600646635,0.00867450347772158
15.6945779323364,-0.0144842389199227,0.0309652522031341,0.00998789988602256
15.7445779323364,-0.0165512494337518,0.0353842280444681,0.0114132487904157
